id,source,zh,kind,category,variants,forbidden,context,note,authority,status
644f6dd8,マネジメント,管理,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
64c02412,ピアノ,钢琴,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
659f771b,クリーム,奶油,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，37 次,,本项目,agreed
65d9f0fb,ラシェーラ・スターライト,拉榭拉星光,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，2 次,,本项目,agreed
65f2d4bf,ヒュムネスフィア,修姆涅球,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
6640e4a3,メッセージ,消息,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，59 次,,本项目,agreed
664380bd,フォーク,叉子,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
668c16f7,ヴァイオリン,小提琴,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，59 次,,本项目,agreed
670ed6b4,アストロサイト・モジュラトリ・ウィルス,星形胶质细胞调节病毒,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，4 次,,本项目,agreed
6881e415,イヤシーン,令人讨厌的场面,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
688731bb,スッキリ,舒畅,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
68d9657a,カフェ・デ・コモ,科莫咖啡馆,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
69078300,オンライン,在线,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，25 次,,本项目,agreed
691aa386,用語１０,词条１０,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
6971c1ee,トラブル,麻烦,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
69a825a2,チョコ,巧克力,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，50 次,,本项目,agreed
69b8ddcd,用語７,词条７,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
69d6efa5,ナデナデ,摸摸头,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，27 次,,本项目,agreed
6a0a9611,レシピカード,配方卡,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
6a712bf9,７次元俯瞰理論,7次元俯瞰理论,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
6adaedff,テリトリー・エクスチェンジ,领地交换,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
6ae12057,チェイン,连锁,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，7 次,,本项目,agreed
6bc04936,エレベーター,升降梯,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
6c25e868,タイプライター,打字机,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
6cb6815d,ウェブエンジニア,网页工程师,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
6d0430af,幹部の別宅,干部的别宅,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
6d24c7fa,オサレカタログ,时髦目录,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
6e0510a6,オプション,选项,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
6e5059bf,ペンダント,吊坠,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，20 次,,本项目,agreed
6e56ebe5,ニックネーム,昵称,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
6f1cd50e,ウインドウショッピング,逛街看橱窗,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
71911cd8,デート,约会,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，886 次,,本项目,agreed
71fb0c5b,用語１７,词条１７,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
73575c64,アイデア,点子,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
735e2a75,スペクトラムの形状,光谱的形状,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
7465a616,デコレーション,装饰,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
755d8b81,用語１２,词条１２,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
7600c7f2,雷哭大樹,雷哭大树,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
7719a593,用語９,词条９,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
7768fa9c,レディ,女士,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，85 次,,本项目,agreed
77baeb33,セーブ・ベゼル,存档贝捷尔,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
780109b0,アイツ,那家伙,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，29 次,,本项目,agreed
787ee533,マテリアルパレット,素材面板,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
792f4896,シェルノトロンの大規模規制,榭鲁诺特伦的大规模规制,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
7a1b7e21,ファースト･ハーモニクス,第一谐波,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
7ae060e9,セーブベゼル,存档贝捷尔,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，3 次,,本项目,agreed
7ae7e23f,フクー,福库,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
7b4c745c,ペアリングコード,配对码,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
7bf722a3,万寿沙羅を救った大きな花,拯救万寿沙罗的大花,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
7ccf4860,ミステリー,悬疑,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
7d0d433e,プログラム,程序,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，42 次,,本项目,agreed
7d0dc595,ファン,粉丝,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，21 次,,本项目,agreed
7ddbfbd3,オーション,海洋,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，38 次,,本项目,agreed
7df413ef,フロスト,霜冻,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
7f1d3cea,バイオス,BIOS,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，32 次,,本项目,agreed
7f70a4d3,モジュール,模块,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
7f83e7ef,力場,力场,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，2 次,,本项目,agreed
8075af29,プール,泳池,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，36 次,,本项目,agreed
80e82534,フォーシーズンへのチケット,前往四季的门票,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
81299e6a,ポイント,点数,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，75 次,,本项目,agreed
8148a929,キャラクターモデリング,角色建模,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
81b9e692,セキュリティ,安全,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，34 次,,本项目,agreed
81f68fd1,リアル,真实,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，21 次,,本项目,agreed
8203bc8d,ガッカリ,失望,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，30 次,,本项目,agreed
8443ae18,ワールドモデリング,世界建模,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
847a6758,キャラクターモデル,角色模型,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
8529653f,ダイブゲート,潜入之门,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
854c88da,・ミドルウェア,・中间件,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
86567ad7,ショー,表演,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
8681ebad,アストロサイト･モジュラトリ・ウィルス,星形胶质细胞调节病毒,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
871d5ba3,ベース,贝斯,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
87caf5e3,サウンドディレクター,音效总监,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
88b9442e,サラダ,沙拉,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，54 次,,本项目,agreed
88fd965a,ステーキ,牛排,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
89c25a44,ダメダメ,不行不行,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，20 次,,本项目,agreed
8a208fc6,用語３４,词条３４,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
8a7ccda3,用語６,词条６,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
8ab527d6,シェア,份额,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
8ac57ca9,データベース,数据库,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
8b04cb85,ウエディングドレス,婚纱,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
8b27332e,クラス,级别,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
8b894094,アタシが昔着てた服,我以前穿过的衣服,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
8c044de4,シャール消去剤,夏尔消除剂,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
8c1616b4,フライパン,平底锅,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
8c35577f,ルビーグラス,红宝石草,proper-noun,in-text-marker,,红宝石杯|红宝石玻璃,游戏用 {} 标出的术语，16 次,,本项目,agreed
8c7d360f,ウィルス,病毒,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，82 次,,本项目,agreed
8d7d82f5,ウルゥリィヤ,乌鲁莉亚,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，31 次,,本项目,agreed
8d941f1e,スチームメタル,蒸汽金属,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
8de76f0a,カフェ,咖啡馆,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，151 次,,本项目,agreed
8e2f7f28,シナリオ・,剧本・,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
8e5e7fe8,センス,感觉,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
8f25ffe3,シタール,锡塔尔琴,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
8f62e57e,市民契約,市民契约,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
8f99b5f7,メニュー,菜单,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，109 次,,本项目,agreed
8fe4dab4,インターフェイスデザイン,界面设计,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
8fe750a5,リンク,链接,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，36 次,,本项目,agreed
8ffb0bbf,キャラクターイラスト,角色插画,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
90f9f053,用語２６,词条２６,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
9229f028,リードプログラマー,主程序员,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
922ba806,ラシェーラの芽吹き,拉榭拉的新芽,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
92945c9f,カロリー,卡路里,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，31 次,,本项目,agreed
92f55796,シップ,飞船,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
9329abb4,クオリティ,品质,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
93601dd3,夢ノ珠,梦之珠,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，7 次,,本项目,agreed
93640dad,デバッグ,调试,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，30 次,,本项目,agreed
94304e49,タータルカ,塔塔尔卡,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
946af019,プラネタリウム,天文馆,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，30 次,,本项目,agreed
94a75e12,用語３７,词条３７,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
94af695c,オッケー,好,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
94b21072,アクセス,访问,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，49 次,,本项目,agreed
95851911,ワガママ,任性,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
96a8217f,用語３６,词条３６,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
97468906,ゲット,获得,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
97b8e005,エレキベース,电贝斯,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，23 次,,本项目,agreed
97b9753f,ジャジャーン,登登――,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，28 次,,本项目,agreed
97d71791,モード,模式,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
987d4435,用語４０,词条４０,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
989c105a,パラライノ,帕拉莱诺,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，22 次,,本项目,agreed
98b9eb52,ライバル,宿敌,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，27 次,,本项目,agreed
99e23b54,カンテレ,康特勒琴,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
9a459cea,マナー,礼仪,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
9b561711,ソフトウェアマニュアル,软件手册,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
9b8485a2,ダイブ用のスーツ,潜入用防护服,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
9c3aa8ee,メイド,女仆,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
9c3de3b9,プラネタリーメゾン,行星公馆,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
9c670269,デザイン・グラフィック,设计・平面,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
9d9cefac,シャールデザイン,夏尔设计,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
9dec44a3,フィギュア,手办,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，45 次,,本项目,agreed
9e239f8e,メディアケーブル,媒体线缆,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
9e66ae3e,トロンネットワーク,特伦网络,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
9e768da0,シャールモデリング,夏尔建模,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
9e9c4bf3,リンカージェン,连接基因,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，30 次,,本项目,agreed
9eb54681,アドレス,地址,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
9edaf53d,量子展開扉,量子展开门,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
9f6de2ee,ヤスヒロ,康弘,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
9feee177,シーン,场景,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，27 次,,本项目,agreed
a0094128,ワールドデザイン,世界设定设计,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
a063da1b,プログラミング,编程,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，36 次,,本项目,agreed
a1348aac,シナリオライターセクション,编剧部门,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
a1a2c254,フィラメント,灯丝,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
a1f21e7f,ヒトガタ,人形,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，4 次,,本项目,agreed
a262eab2,ゴンドウトモヒコ,权藤知彦,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
a2f06a5c,フレンド,好友,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，25 次,,本项目,agreed
a303e47a,ストロベリーセイル,草莓船,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
a3540a5b,デベロップメントマネージャー,开发经理,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
a3b9e68b,イオナサル,依欧娜萨鲁,proper-noun,in-text-marker,,依欧娜萨尔,游戏用 {} 标出的术语，754 次,,本项目,agreed
a3f1ea6e,用語４５,词条４５,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
a4c74884,プロダクション・アイジー,Production I.G,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
a4e76430,レストラン,餐厅,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
a5075cf2,カフェットエプロン,咖啡围裙,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
a556f6f9,ファンタジー,奇幻,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
a5cd3372,一心同体,一心同体,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
a5e60b84,バックグラウンドミュージック,背景音乐,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
a646289a,クリスマス,圣诞节,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
a7abba55,アコースティックギター,原声吉他,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，71 次,,本项目,agreed
a7f2ab10,アレンジ,改编,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，20 次,,本项目,agreed
a8e0b6b1,チューンシロップ,调谐糖浆,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
a8e51527,クリア,通关,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
a99c62cf,モデリング,建模,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，26 次,,本项目,agreed
a9d22c4f,ヴォーカル,主唱,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，111 次,,本项目,agreed
aaec690b,プリティベリー,靓丽浆果,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，64 次,,本项目,agreed
ab1110fb,カード,卡片,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，146 次,,本项目,agreed
ab3ea82f,タオル,毛巾,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，51 次,,本项目,agreed
ab65191f,地文大司教,地文大主教,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
ab69535c,リーベルドレス,利维尔礼服,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
ab9db84f,グランフェニックス,大凤凰,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，38 次,,本项目,agreed
abfd2bec,用語１１,词条１１,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
ac940b15,シナリオ,剧本,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，48 次,,本项目,agreed
ad2a4879,サーバー,服务器,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，48 次,,本项目,agreed
ad4232da,テーブル,桌子,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，38 次,,本项目,agreed
ad905be0,ボタン,按钮,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，90 次,,本项目,agreed
adeab690,チューブ,管体,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，39 次,,本项目,agreed
ae235464,いまはカノイール･ククルル･プリシェール,如今是卡诺伊尔・酷酷鲁鲁・普立薛尔,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
ae7bc3fc,クラスドライブ接続権限,级别驱动连接权限,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
ae91d457,謳う丘,鸣之丘,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
affe0ebd,ネリコポイントカード,妮莉库积分卡,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
b02e5515,ニュロスティック,喵洛棒,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
b075a321,シンクロ,同步,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
b096d140,リスト,列表,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，22 次,,本项目,agreed
b0d9f2fa,カプセル,胶囊,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
b25eb16d,レコーディングスタジオ,录音室,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，68 次,,本项目,agreed
b3085a2d,メンバー,成员,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，16 次,,本项目,agreed
b396966c,ビッグフラワー,大花朵,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
b3a79104,スイッチ,开关,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，24 次,,本项目,agreed
b3d83cd9,システム,系统,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，40 次,,本项目,agreed
b483d190,コスチュームデザイン,服装设计,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
b4bbc044,フォントワークス,Fontworks,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
b4f80c74,ページ,页,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，19 次,,本项目,agreed
b53db1ea,バランス,平衡,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，23 次,,本项目,agreed
b564abb5,テリトリーエクスチェンジ,领地交换,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
b593ea7f,エアポート,机场,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
b5c517e0,パーカッション,打击乐,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，20 次,,本项目,agreed
b5ddd296,『ネプトロンルーム』,‘尼普特伦室’,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
b5e27d34,ハッキリ,明确,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，18 次,,本项目,agreed
b660dbc6,ミキシングエンジニア,混音工程师,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，65 次,,本项目,agreed
b77dea9a,エビパン,虾面包,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
b81b238a,キャラデザイン,角色设计,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
b8747ba6,プニプニ,软绵绵,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，24 次,,本项目,agreed
b97989f7,シェルノトロン・パニック,榭鲁诺特伦恐慌,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，3 次,,本项目,agreed
b982202f,ーーーー,――――,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
b9945947,チョコレート,巧克力,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
b9a1f6f2,6軸移動,6轴移动,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
ba0b8e1e,ウェーブ,波动,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，36 次,,本项目,agreed
ba1e15ed,アルノサージュ,Ar nosurge,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，51 次,,本项目,agreed
ba622ae6,用語２３,词条２３,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
ba8c67df,ドラゴン,龙,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
ba95ad50,ラシェールクイーン,拉榭拉女王,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
bb1e67b6,"ジェノム側から人間と同調して、
詩魔法を謳わせる","由杰诺姆侧与人类同调，
令其咏唱诗魔法",glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
bc1a2abb,メガネ,眼镜,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，46 次,,本项目,agreed
bd74e4e8,ジェノムは天文幹部を次々と乗っ取って暴走した,杰诺姆相继夺取天文干部的身体并暴走,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
bd7e1290,用語４４,词条４４,glossary-marker,in-text-marker,,,游戏用 {} 标出的术语，1 次,,本项目,agreed
bddc00b4,オープニングムービー,片头影像,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
bed0d9d6,ブロッコリー,西兰花,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，15 次,,本项目,agreed
bf3d4468,キノコ,蘑菇,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，50 次,,本项目,agreed
bf99f399,パレード,游行,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
bfb236f4,レート,比率,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
c0740930,プライムグラス,优质杯,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，19 次,,本项目,agreed
c0a7237e,ジャンボパフェ,特大芭菲,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，17 次,,本项目,agreed
c1431482,カレー,咖喱,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，27 次,,本项目,agreed
c1bb54df,スキル,技能,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，66 次,,本项目,agreed
c1c661b0,インターフェースデザイン,界面设计,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
c1f10659,コンデン,冷凝,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，14 次,,本项目,agreed
c34e651c,アートディレクター,艺术总监,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
c367ef50,エセンエリタス,艾森埃利塔斯,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，12 次,,本项目,agreed
c3902bab,パニック,恐慌,proper-noun,in-text-marker,,,游戏用 {} 标出的术语，13 次,,本项目,agreed
