id,jp,zh,status,attr,src,ctl,note
ui/ui/staffroll/uil_staffroll_e.xml#4856,飯島　理恵,饭岛 理惠,translated,text,deda665c29,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#4918,インターフェースデザイン,界面设计,translated,text,c1c661b0bb,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#4984,馬場　博美,马场 博美,translated,text,2c333deaa0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5326,映像編集,影像编辑,translated,text,2bb223e3c0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5384,有馬　真作,有马 真作,translated,text,e32c2634a1,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5446,斉藤　康信,齐藤 康信,translated,text,70a94fe358,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5508,CG制作管理,CG制作管理,translated,text,4ea12195e3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5568,江川　弥寿生,江川 弥寿生,translated,text,f368d66cf7,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5631,サウンドセクション,音效部门,translated,text,f692631407,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5698,サウンドディレクター,音效总监,translated,text,87caf5e3c1,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5762,高橋 洋明,高桥 洋明,translated,text,7d715a66f1,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5824,天津光栄特庫摩軟件有限公司,天津光荣特库摩软件有限公司,translated,text,8a7dbadc6f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5895,デベロップメントマネージャー,开发经理,translated,text,a3540a5b0b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#5963,安　曄,安 晔,translated,text,4b7cd118fa,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6023,陳　皓,陈 皓,translated,text,dc3efeabc9,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6083,プログラマー,程序员,translated,text,00a1706077,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6143,岳　凱,岳 凯,translated,text,632d70a250,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6203,陳　永飛,陈 永飞,translated,text,d262704611,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6264,王　岩,王 岩,translated,text,55dc179b66,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6324,孫　家琛,孙 家琛,translated,text,685b83afc1,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6385,程　青舟,程 青舟,translated,text,27beff94b3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6446,劉　唯揚,刘 唯扬,translated,text,c2911ed2d9,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6507,張　昊,张 昊,translated,text,275df0df5e,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6567,デザイナー,设计师,translated,text,ed058a1ab0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6626,田　雪嬌,田 雪娇,translated,text,a11cdcd193,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6687,広報,宣传,translated,text,6746eee8d6,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6747,PRマーケティング,公关营销,translated,text,954a61299a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6810,吉川　真人,吉川 真人,translated,text,8a2ba50898,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6872,水上　冴理,水上 冴理,translated,text,e4f4fa1d6a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#6934,ソフトウェアマニュアル,软件手册,translated,text,9b5617111b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7003,加藤　雅大,加藤 雅大,translated,text,91bf91643d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7065,辻　槙人,辻 槙人,translated,text,c1cb4f06f8,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7126,QAスタッフ,QA人员,translated,text,36ff45b240,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7190,長谷川　茂,长谷川 茂,translated,text,3814329436,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7252,キャラクターデザイン,角色设计,translated,text,34ac32a91f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7320,キャラクターイラスト,角色插画,translated,text,8ffb0bbffd,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7449,パッケージイラスト,包装插画,translated,text,11036680bc,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7516,フブキ,吹雪,translated,text,40f5527db7,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7576,ワールドデザイン,世界设定设计,translated,text,a0094128c7,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7642,松本　秀幸,松本 秀幸,translated,text,cac6e320dc,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7765,コスチュームデザイン,服装设计,translated,text,b483d19059,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7894,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#7956,桑田　ヤスヒロ,桑田 康弘,translated,text,6dec656f3b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8020,燕藤　ユウ,燕藤 悠,translated,text,8c84789206,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8082,タスクテロップ・SDキャラデザイン,任务字幕・Q版角色设计,translated,text,158e93640f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8157,芹沢えのの,芹泽 Enono,translated,text,607d0edcc0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8219,シナリオ・脚本,剧本・脚本,translated,text,5b884ebd35,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8284,夢セカイパート,梦世界部分,translated,text,aea66df668,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8348,脚本,剧本,translated,text,7fbccbeb8a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8404,和泉　亮,和泉 亮,translated,text,eafef1a497,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8465,花野　十三,花野 十三,translated,text,9990db3f0b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8527,谷村　大四郎,谷村 大四郎,translated,text,40c336b78f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8660,デザイン・モデリング・アニメーション,设计・建模・动画,translated,text,38967eaa41,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8736,株式会社FlightUNIT,株式会社FlightUNIT,translated,text,1da69201f4,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8807,キャラクターデザイン,角色设计,translated,text,34ac32a91f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8932,キャラクターモデリング,角色建模,translated,text,8148a92946,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#8997,桑田　まり子,桑田 真理子,translated,text,9a7ef2f3de,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9060,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9122,ワールドモデリング,世界建模,translated,text,8443ae1813,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9246,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9308,シャールデザイン,夏尔设计,translated,text,9d9cefacba,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9431,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9493,シャールモデリング,夏尔建模,translated,text,9e768da080,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9556,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9618,キャラクターアニメーション,角色动画,translated,text,6245f96f88,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9685,山口　力哉,山口 力哉,translated,text,9db200242b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9747,テクニカルエンジニア,技术工程师,translated,text,1f8b0ef79d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9811,乱道,乱道,translated,text,afcfc8f99b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9870,大坪　俊介,大坪 俊介,translated,text,e4a7f6282a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9932,キャラクターセットアップ,角色装配,translated,text,2d9c1a161a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#9998,大坪　俊介,大坪 俊介,translated,text,e4a7f6282a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10060,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10122,マネジメント,管理,translated,text,644f6dd8a3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10182,松本　浩幸,松本 浩幸,translated,text,31c3a3098b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10244,背景描画,背景绘制,translated,text,7c693fd5dd,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10306,松本　秀幸,松本 秀幸,translated,text,cac6e320dc,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10368,藤野　健,藤野 健,translated,text,c8f847de19,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10429,(千住工房),(千住工房),translated,text,72db564c31,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10492,ムービー制作,影像制作,translated,text,76380644cd,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10556,演出,演出,translated,text,7084a5c4b4,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10612,蜂屋　雅幸,蜂屋 雅幸,translated,text,bacd8a88e9,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10674,制作協力,制作协力,translated,text,06c1dc4d63,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10793,背景,背景,translated,text,b13d33a528,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10849,藤野　健,藤野 健,translated,text,c8f847de19,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#10910,(千住工房),(千住工房),translated,text,72db564c31,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11029,蜂屋　雅幸,蜂屋 雅幸,translated,text,bacd8a88e9,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11091,嘉藤　公紀,嘉藤 公纪,translated,text,b11bc7bcd0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11153,デザイン・グラフィック,设计・平面,translated,text,9c670269cd,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11218,村澤　晴海,村泽 晴海,translated,text,ccc3eb0e5b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11280,目黒　久美子,目黑 久美子,translated,text,e42a1e5bcf,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11343,制作進行管理,制作进度管理,translated,text,fce087be8d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11403,高橋　真,高桥 真,translated,text,0418a4adc3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11464,キャラクターアニメーション,角色动画,translated,text,6245f96f88,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11531,山口　力哉,山口 力哉,translated,text,9db200242b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11593,大法要祝詞,大法要祝词,translated,text,de34d54786,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11656,協力,协力,translated,text,1a054b3135,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11781,バックグラウンドミュージック,背景音乐,translated,text,a5e60b8440,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11853,コンポーザー,作曲家,translated,text,259843924f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#11913,志方　あきこ,志方 晶子,translated,text,05f122732c,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12182,音響,音效,translated,text,a94ecabc3c,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12242,音響監督,音效总监,translated,text,e4bfb6b35d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12300,納谷　僚介,纳谷 僚介,translated,text,d0a88d7501,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12362,録音調整,录音调整,translated,text,bdaaaa1218,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12420,田中　直也,田中 直也,translated,text,a61c475fb5,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12482,録音助手,录音助手,translated,text,2cd5fceb80,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12540,三田　颯,三田 飒,translated,text,36385611f0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12601,道下　彩,道下 彩,translated,text,d5f8dc474d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12662,宮林　良太,宫林 良太,translated,text,0f70c3cd9a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12724,音響制作,音效制作,translated,text,3ba07c72e1,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12851,音声編集,音频编辑,translated,text,e38d80f3d6,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12913,株式会社ブレイブハーツ,株式会社Brave Hearts,translated,text,e92fbd661d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#12981,デバッグ,调试,translated,text,93640dad3a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13043,ポールトゥウィン株式会社,株式会社Pole To Win,translated,text,cda47e17fb,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13112,三田村　理史,三田村 理史,translated,text,471a7652f7,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13175,山崎　乙,山崎 乙,translated,text,8f70623b22,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13236,牧　睦美,牧 睦美,translated,text,36499eaf9d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13297,木村　知生,木村 知生,translated,text,f4f07268a4,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13359,宮下　廣大,宫下 广大,translated,text,4c64af3cd0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13421,【シェルノサージュ・ゲームパート】,【Ciel nosurge游戏部分】,translated,text,9248244bef,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13496,ワールドイラスト,世界插画,translated,text,5cd301b8d2,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13562,松本　秀幸,松本 秀幸,translated,text,cac6e320dc,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13624,加藤　たいら,加藤 泰良,translated,text,06ffb04cd0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13687,株式会社千住工房,株式会社千住工房,translated,text,3de756af57,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13752,杉本　あゆみ,杉本 亚由美,translated,text,0cc43ca50f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13815,小林　雅代,小林 雅代,translated,text,b0113f997a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13877,藤野　健,藤野 健,translated,text,c8f847de19,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#13938,山梨　彩子,山梨 彩子,translated,text,b952ec77ac,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14000,株式会社ロジスティックス,株式会社Logistics,translated,text,8ec59442f3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14069,チーム・ティルドーン,Team TillDawn,translated,text,20dce76a53,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14133,宮越　歩,宫越 步,translated,text,fe37f2f67e,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14194,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14256,シナリオライターセクション,编剧部门,translated,text,a1348aacfb,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14327,夢セカイパート,梦世界部分,translated,text,aea66df668,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14391,脚本,剧本,translated,text,7fbccbeb8a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14447,谷村　大四郎,谷村 大四郎,translated,text,40c336b78f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14579,花野　十三 ,花野 十三,translated,text,ec9f16e629,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14704,和泉　亮 ,和泉 亮,translated,text,64981930da,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14829,デザイナーズセクション,设计师部门,translated,text,4ec447bf85,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14898,アイテムCG作成,道具CG制作,translated,text,4959dedafc,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#14960,小瀬　希,小濑 希,translated,text,31c8eb4891,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15021,プログラマーズセクション,程序员部门,translated,text,44c735ef17,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15091,【オフライン版制作】,【单机版制作】,translated,text,03d64cac73,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15158,株式会社メテオライズ,株式会社Meteorise,translated,text,61cde65511,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15225,デベロップメントマネージャー,开发经理,translated,text,a3540a5b0b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15293,渡邉　幸二,渡边 幸二,translated,text,a836876d7e,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15355,リードプログラマー,主程序员,translated,text,9229f02856,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15418,山本　哲也,山本 哲也,translated,text,3f4c63e01f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15480,新井　朗,新井 朗,translated,text,90f9b443bf,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15541,井出　純平,井出 纯平,translated,text,539eef3cdb,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15603,堀川　雄大,堀川 雄大,translated,text,0427e75ecf,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15665,株式会社メテオライズ,株式会社Meteorise,translated,text,61cde65511,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15732,HTTP ネットワーク モジュール,HTTP网络模块,translated,text,700b00a437,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15803,渡邉　幸二,渡边 幸二,translated,text,a836876d7e,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15865,シャール システム,夏尔系统,translated,text,3000840e0e,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15928,山本　哲也,山本 哲也,translated,text,3f4c63e01f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#15990,株式会社エクストリーム,株式会社Extreme,translated,text,98c9f61cf3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16058,プログラムサポート,程序支援,translated,text,26d10aad29,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16121,加津間　聡,加津间 聪,translated,text,0781ac921c,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16183,青木　一也,青木 一也,translated,text,c83b05964d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16245,ネットワークセクション,网络部门,translated,text,4e67a84cd1,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16384,ウェブエンジニア,网页工程师,translated,text,6cb6815dad,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16446,三島　功,三岛 功,translated,text,5b8e07376e,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16507,(株)wizgeek,(株)wizgeek,translated,text,cd5a3764f1,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16574,ウェブオペレーション,网页运维,translated,text,0299d42ed3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16638,仲田　享司,仲田 享司,translated,text,2a82ae3f5e,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16700,３Ｄモデル＆モーション,3D模型与动作,translated,text,cfca7f34e9,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16769,株式会社FlightUNIT,株式会社FlightUNIT,translated,text,1da69201f4,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16840,アートディレクター,艺术总监,translated,text,c34e651c44,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#16964,メイン3Dモデリング,主3D建模,translated,text,7a817aa640,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17089,3Dモデリング,3D建模,translated,text,a9229cb55f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17150,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17212,桑田　まり子,桑田 真理子,translated,text,9a7ef2f3de,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17275,燕藤　ユウ,燕藤 悠,translated,text,8c84789206,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17337,ワールドモデリング,世界建模,translated,text,8443ae1813,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17400,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17462,大坪　俊介,大坪 俊介,translated,text,e4a7f6282a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17524,桑田　まり子,桑田 真理子,translated,text,9a7ef2f3de,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17587,シャールデザイン,夏尔设计,translated,text,9d9cefacba,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17710,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17772,シャールモデリング,夏尔建模,translated,text,9e768da080,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17835,川松　由典,川松 由典,translated,text,654827f5ab,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17897,高橋　聖,高桥 圣,translated,text,dfbf0ca1c6,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#17958,桑田　まり子,桑田 真理子,translated,text,9a7ef2f3de,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18021,メインアニメーター,主动画师,translated,text,4a9646d5bb,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18084,山口　力哉,山口 力哉,translated,text,9db200242b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18146,キャラクターアニメーション,角色动画,translated,text,6245f96f88,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18213,矢戸　恵,矢户 惠,translated,text,98bd1a2e46,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18335,イベントプログラム,事件程序,translated,text,45c20cb56a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18398,乱道,乱道,translated,text,afcfc8f99b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18457,テクニカルエンジニア,技术工程师,translated,text,1f8b0ef79d,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18521,乱道,乱道,translated,text,afcfc8f99b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18580,大坪　俊介,大坪 俊介,translated,text,e4a7f6282a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18642,キャラクターセットアップ,角色装配,translated,text,2d9c1a161a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18708,大坪　俊介,大坪 俊介,translated,text,e4a7f6282a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18770,矢戸　恵,矢户 惠,translated,text,98bd1a2e46,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18831,インターフェイスデザイン,界面设计,translated,text,8fe4dab4e8,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#18958,桑田　まり子,桑田 真理子,translated,text,9a7ef2f3de,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19021,マネジメント,管理,translated,text,644f6dd8a3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19081,松本　浩幸,松本 浩幸,translated,text,31c3a3098b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19143,オープニングムービー,片头影像,translated,text,bddc00b466,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19211,絵コンテ・演出,分镜・演出,translated,text,c1285163f7,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19333,ディレクター　,总监,translated,text,135e67823a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19394,嘉藤　公紀,嘉藤 公纪,translated,text,b11bc7bcd0,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19512,浅尾　憲治,浅尾 宪治,translated,text,6bc5e803d3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19574,蜂屋　雅幸,蜂屋 雅幸,translated,text,bacd8a88e9,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19636,森中　亮,森中 亮,translated,text,d2b56e5d7c,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19697,製作,制作,translated,text,53c6bc4ef7,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19753,ポイント・ピクチャーズ,Point Pictures,translated,text,4b9cc20967,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19821,プロモーションムービー,宣传影像,translated,text,375c066366,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19890,ディレクター　,总监,translated,text,135e67823a,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#19951,浅尾　憲治,浅尾 宪治,translated,text,6bc5e803d3,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#20069,森　進二郞,森 进二郎,translated,text,564356e8ac,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#20131,村澤　晴海,村泽 晴海,translated,text,ccc3eb0e5b,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#20193,大塚　竹男,大冢 竹男,translated,text,ac5a7c666f,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#20255,製作,制作,translated,text,53c6bc4ef7,br=0 nl=0,
ui/ui/staffroll/uil_staffroll_e.xml#20311,ポイント・ピクチャーズ,Point Pictures,translated,text,4b9cc20967,br=0 nl=0,
